station_id,lag_hours,raw_pearson_r,difference_pearson_r
1002,0,0.8658483546749194,0.22140823164105777
1002,1,0.8521476439348594,0.17954343995284258
1002,2,0.8292715055235979,0.0855658695224451
1002,3,0.802025837414652,0.015467148040098142
1002,6,0.7195345871462236,-0.012200676748863156
1002,12,0.5711707921590606,-0.007682981872740425
1003,0,0.9015070165591648,0.368389446482855
1003,1,0.8904570243545796,0.2255768423339033
1003,2,0.8670773962862092,0.11376530895690808
1003,3,0.8374852581944063,0.07198030473457724
1003,6,0.7337430183830868,0.005447591530284044
1003,12,0.5421106144781761,-0.05259599264318956
1004,0,0.8527138931573054,0.21808933044723838
1004,1,0.837319410320671,0.12666916875088305
1004,2,0.8148603697302431,0.0797186076985372
1004,3,0.7879629360923662,0.05346089062156281
1004,6,0.6910856608219211,0.003004293445454208
1004,12,0.5093568626065605,-0.022073663458107032
1005,0,0.8302110842984586,0.23876340087835712
1005,1,0.8111907650587392,0.1588720167880504
1005,2,0.783418166821096,0.09895587367153912
1005,3,0.7501986383318751,0.06232230505699114
1005,6,0.6400023700518792,-0.04328806924306587
1005,12,0.4730480895024687,0.003819437162132333
1006,0,0.9261592038799666,0.49714228237161295
1006,1,0.9076542137871374,0.27438771698686304
1006,2,0.8756145227042746,0.08481655937864498
1006,3,0.8394030426641218,0.02257253317884758
1006,6,0.7317007189050683,-0.005607523355985717
1006,12,0.555057960654465,-0.018331694724069977
1007,0,0.9272002429067283,0.5556009956249454
1007,1,0.9118014394452431,0.3189794701666047
1007,2,0.8791563325340923,0.11427851486951468
1007,3,0.8403320507318878,0.005415756252389902
1007,6,0.7273387213848231,-0.04051554372071033
1007,12,0.5527853662673298,-0.03960269862798577
1008,0,0.8457070984365815,0.3927759884547527
1008,1,0.8221173573582171,0.2029112460589052
1008,2,0.7881105973385174,0.0532256035620192
1008,3,0.7513781232460677,-0.007480247359946756
1008,6,0.6462138425098374,-0.017027662885402726
1008,12,0.47540407815910546,-0.027445925560021664
1009,0,0.9203274158548913,0.5859834986636205
1009,1,0.9013455966963239,0.27581640133226387
1009,2,0.8674603503603779,0.10686142277059787
1009,3,0.827814770233854,0.02334298470703592
1009,6,0.7088538369470069,-0.016183247899385456
1009,12,0.5060327007525343,-0.06664801275091808
1010,0,0.9238526804241216,0.4115663314350133
1010,1,0.8990428032873279,0.19840960697498747
1010,2,0.8642149867351538,0.10034464393168038
1010,3,0.8243318027461619,-0.0004700228406783201
1010,6,0.7082653739407547,-0.027648710801903953
1010,12,0.5156619725113393,-0.04859589954670937
1011,0,0.9147278784072296,0.34228066060246587
1011,1,0.8902080341796588,0.18958062433439957
1011,2,0.8554621275861415,0.09308480461400159
1011,3,0.8157116821737126,0.030240164540366616
1011,6,0.6978150462427654,-0.019242754587367187
1011,12,0.5028207464627301,-0.03886375587037945
1012,0,0.9255291300994941,0.5997529015279128
1012,1,0.9063415142661093,0.29385506330754474
1012,2,0.8720506014030903,0.10417737972869058
1012,3,0.8324029069271957,-0.0009096004961060606
1012,6,0.7175327977638812,-0.012014632241784343
1012,12,0.5340452266781504,-0.04409206861150986
1014,0,0.8860272435501049,0.37905924317339573
1014,1,0.8626280508522468,0.21351997588230245
1014,2,0.8279682522904035,0.09770305802547684
1014,3,0.7881527752335125,-0.009980081884763452
1014,6,0.6730650225664301,-0.03321487922207718
1014,12,0.4974065191523839,-0.04216046248759586
1015,0,0.9607258044375927,0.6457715401576912
1015,1,0.9408233048660948,0.30660240623337975
1015,2,0.9055109521299011,0.08692926151542306
1015,3,0.8658434787066198,0.01606888212288767
1015,6,0.7481250997042846,-0.027256500385134812
1015,12,0.5538646117413668,-0.05241294876644417
1016,0,0.9038859426225544,0.3658854825150061
1016,1,0.8813960258512116,0.18984032675271606
1016,2,0.8491651781763616,0.07947824996830534
1016,3,0.812860075043665,0.050300662446783315
1016,6,0.6960898740249287,-0.02795108797779087
1016,12,0.510899975474712,-0.024295415617549995
1018,0,0.8680356415680506,0.28907764277936854
1018,1,0.8443109939080432,0.16665038410344293
1018,2,0.8113217038095614,0.07329742302153383
1018,3,0.7742608434335777,-0.002252714995659648
1018,6,0.6692595873220568,-0.03053589983289223
1018,12,0.4967817156628708,-0.04252489823819014
1020,0,0.9636300012515944,0.6221832313813902
1020,1,0.9398916967424887,0.26282802297780267
1020,2,0.90201687395692,0.07662192485119741
1020,3,0.8600313283917117,-0.013540460524557747
1020,6,0.7408540537849275,-0.038229994526834996
1020,12,0.5450784004535465,-0.048532212873561215
1022,0,0.9365216714740554,0.4678590995313895
1022,1,0.922809228827637,0.36061558633477175
1022,2,0.8894219955263692,0.12473286520811366
1022,3,0.8492195957435192,0.0199400954882025
1022,6,0.7284871251202766,-0.015564388511466236
1022,12,0.5440295141700803,-0.01758517926753906
1023,0,0.8827513375242829,0.28568543815297354
1023,1,0.871483391066683,0.1948371860589531
1023,2,0.8493378174848836,0.127333044687802
1023,3,0.8200911458296518,0.06731168068641681
1023,6,0.71791621645945,-0.005783145912916258
1023,12,0.5216114685913931,-0.04530248546695789
